,Aggregated name,Species links,Catalogue of Fishes ID,Taxonomic standing,Eschmeyer accepted name 
fila.956,Hemibrycon-metae,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=28644,28644,Valid,Hemibrycon metae
fila.957,Hemichromis-bimaculatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=16528,16528,Valid,Rubricatochromis bimaculatus
fila.958,Hemidoras-morrisi,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=53895,53895,Valid,Hemidoras morrisi
fila.959,Hemidoras-stuebelii,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=53902,53902,Valid,Hemidoras stuebelii
fila.960,Hemigobius-hoevenii,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=43834,43834,Valid,Hemigobius hoevenii
fila.961,Hemimyzon-papilio,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=64931,64931,Valid,Hemimyzon papilio
fila.962,Hemiodus-argenteus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=29938,29938,Valid,Hemiodus argenteus
fila.963,Hemiodus-gracilis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=29942,29942,Valid,Hemiodus gracilis
fila.964,Hemiodus-immaculatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=29944,29944,Valid,Hemiodus immaculatus
fila.965,Hemiodus-microlepis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=4291,4291,Valid,Hemiodus microlepis
fila.966,Hemiodus-orthonops,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=3776,3776,Valid,Hemiodus orthonops
fila.967,Hemiodus-semitaeniatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=29951,29951,Valid,Hemiodus semitaeniatus
fila.968,Hemiodus-unimaculatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=29953,29953,Valid,Hemiodus unimaculatus
fila.969,Hemisilurus-mekongensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=57315,57315,Valid,Hemisilurus mekongensis
fila.970,Hemisorubim-platyrhynchos,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=5670,5670,Valid,Hemisorubim platyrhynchos
fila.971,Hemitrygon-laosensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=7607,7607,Valid,Hemitrygon laosensis
fila.972,Henicorhynchus-caudimaculatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=29086,29086,Valid,Henicorhynchus caudimaculatus
fila.973,Henicorhynchus-entmema,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=29094,29094,Valid,Henicorhynchus entmema
fila.974,Henicorhynchus-ornatipinnis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=65040,65040,Valid,Henicorhynchus ornatipinnis
fila.975,Henicorhynchus-siamensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=29275,29275,Valid,Henicorhynchus siamensis
fila.976,Hephaestus-fuliginosus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=36131,36131,Valid,Hephaestus fuliginosus
fila.977,Hepsetus-odoe,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=4205,4205,Valid,Hepsetus odoe
fila.978,Herklotsichthys-gotoi,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=8179,8179,Valid,Herklotsichthys gotoi
fila.979,Herklotsichthys-koningsbergeri,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=56031,56031,Valid,Herklotsichthys koningsbergeri
fila.980,Heterobranchus-isopterus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=48192,48192,Valid,Heterobranchus isopterus
fila.981,Heterobranchus-longifilis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=48733,48733,Valid,Heterobranchus longifilis
fila.982,Heteropneustes-fossilis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=5502,5502,Valid,Heteropneustes fossilis
fila.983,Heteropneustes-kemratensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=5868,5868,Valid,Heteropneustes kemratensis
fila.984,Hexanematichthys-sagor,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=4720,4720,Valid,Hexanematichthys sagor
fila.985,Hilsa-kelee,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=1287,1287,Valid,Hilsa kelee
fila.986,Himantura-fluviatilis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=27243,27243,Synonym,Pastinachus sephen
fila.987,Himantura-marginata,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=27261,27261,Valid,Himantura marginata
fila.988,Himantura-uarnak,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=70947,70947,Valid,Himantura uarnak
fila.989,Himantura-undulata,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=27224,27224,Valid,Himantura undulata
fila.990,Hiodon-alosoides,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=59702,59702,Valid,Hiodon alosoides
fila.991,Hiodon-tergisus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=10149,10149,Valid,Hiodon tergisus
fila.992,Hippichthys-cyanospilos,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=32874,32874,Valid,Hippichthys cyanospilos
fila.993,Hippichthys-spicifer,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=14701,14701,Valid,Hippichthys spicifer
fila.994,Hippocampus-fuscus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=32415,32415,Valid,Hippocampus fuscus
fila.995,Hippocampus-grandiceps,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=32385,32385,Valid,Hippocampus angustus
fila.996,Hippocampus-kuda,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=14812,14812,Valid,Hippocampus kuda
fila.997,Hippocampus-trimaculatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=32483,32483,Valid,Hippocampus trimaculatus
fila.998,Hippopotamyrus-ansorgii,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=9909,9909,Valid,Heteromormyrus ansorgii
fila.999,Hippopotamyrus-grahami,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=9914,9914,Valid,Cyphomyrus grahami
1001,Hoplerythrinus-unitaeniatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=4251,4251,Valid,Hoplerythrinus unitaeniatus
1002,Hoplias-aimara,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=3814,3814,Valid,Hoplias aimara
1003,Hoplias-malabaricus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=4278,4278,Valid,Hoplias malabaricus
1004,Horabagrus-brachysoma,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=6037,6037,Valid,Horabagrus brachysoma
1005,Hucho-bleekeri,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=10555,10555,Valid,Hucho bleekeri
1006,Hucho-hucho,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=10823,10823,Valid,Hucho hucho
1007,Hucho-taimen,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=10557,10557,Valid,Hucho taimen
1008,Huso-dauricus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=9768,9768,Valid,Sinosturio dauricus
1009,Huso-huso,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=9775,9775,Valid,Huso huso
1010,Hybognathus-amarus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=3168,3168,Valid,Hybognathus amarus
1011,Hybognathus-argyritis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=2151,2151,Valid,Hybognathus argyritis
1012,Hybognathus-placitus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=2155,2155,Valid,Hybognathus placitus
1013,Hybognathus-regius,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=2156,2156,Valid,Hybognathus regius
1014,Hydrocynus-brevis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=3918,3918,Valid,Hydrocynus brevis
1015,Hydrocynus-forskahlii,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=4412,4412,Valid,Hydrocynus forskahlii
1016,Hydrocynus-vittatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=3921,3921,Valid,Hydrocynus vittatus
1017,Hydrolycus-armatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=30211,30211,Valid,Hydrolycus armatus
1018,Hydrolycus-scomberoides,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=51271,51271,Valid,Hydrolycus scomberoides
1019,Hydrolycus-tatauaia,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=65659,65659,Valid,Hydrolycus tatauaia
1020,Hydrolycus-wallacei,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=65658,65658,Valid,Hydrolycus wallacei
1021,Hypentelium-etowanum,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=2991,2991,Valid,Hypentelium etowanum
1022,Hypentelium-nigricans,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=3149,3149,Valid,Hypentelium nigricans
1023,Hypentelium-roanokense,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=2993,2993,Valid,Hypentelium roanokense
1024,Hyperlophus-vittatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=25779,25779,Valid,Hyperlophus vittatus
1025,Hyperopisus-bebe,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=9924,9924,Valid,Hyperopisus bebe
1026,Hyphessobrycon-bifasciatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=29126,29126,Valid,Hyphessobrycon bifasciatus
1027,Hypomasticus-steindachneri,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=30194,30194,Valid,Hypomasticus steindachneri
1028,Hypomesus-japonicus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=10257,10257,Valid,Hypomesus japonicus
1029,Hypomesus-nipponensis,---,---,---,Hypomesus-nipponensis
1030,Hypomesus-olidus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=10321,10321,Valid,Hypomesus olidus
1031,Hypomesus-pretiosus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=10260,10260,Valid,Hypomesus pretiosus
1032,Hypomesus-transpacificus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=7832,7832,Valid,Hypomesus transpacificus
1033,Hypophthalmichthys-harmandi,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=53181,53181,Valid,Hypophthalmichthys harmandi
1034,Hypophthalmichthys-molitrix,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=3213,3213,Valid,Hypophthalmichthys molitrix
1035,Hypophthalmichthys-nobilis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=3642,3642,Valid,Hypophthalmichthys nobilis
1036,Hypophthalmus-edentatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=46996,46996,Valid,Hypophthalmus edentatus
1037,Hypophthalmus-fimbriatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=5668,5668,Valid,Hypophthalmus fimbriatus
1038,Hypophthalmus-marginatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=5615,5615,Valid,Hypophthalmus marginatus
1039,Hypophthalmus-oremaculatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=39310,39310,Valid,Hypophthalmus oremaculatus
1040,Hyporhamphus-capensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=31779,31779,Valid,Hyporhamphus capensis
1041,Hyporhamphus-intermedius,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=13483,13483,Valid,Hyporhamphus intermedius
1042,Hyporhamphus-limbatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=31691,31691,Valid,Hyporhamphus limbatus
1043,Hyporhamphus-sajori,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=13490,13490,Valid,Hyporhamphus sajori
1044,Hypostomus-commersoni,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=5112,5112,Valid,Hypostomus commersoni
1045,Hypseleotris-compressa,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=18582,18582,Valid,Hypseleotris compressa
1046,Hypseleotris-cyprinoides,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=20535,20535,Valid,Hypseleotris cyprinoides
1047,Hypseleotris-guentheri,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=21074,21074,Valid,Hypseleotris guentheri
1048,Hypseleotris-klunzingeri,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=63662,63662,Valid,Hypseleotris klunzingeri
1049,Hypselobarbus-curmuca,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=31170,31170,Valid,Hypselobarbus curmuca
1050,Hypselobarbus-dubius,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=31185,31185,Valid,Hypselobarbus dubius
1051,Hypselobarbus-jerdoni,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=31255,31255,Valid,Hypselobarbus jerdoni
1052,Hypselobarbus-kolus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=3210,3210,Valid,Hypselobarbus kolus
1053,Hypselobarbus-lithopidos,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=31299,31299,Valid,Hypselobarbus lithopidos
1054,Hypselobarbus-micropogon,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=31378,31378,Valid,Hypselobarbus micropogon
1055,Hypselobarbus-mussullah,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=3203,3203,Valid,Hypselobarbus mussullah
1056,Hypselobarbus-thomassi,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=31649,31649,Valid,Hypselobarbus thomassi
1057,Hypsibarbus-lagleri,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=63893,63893,Valid,Hypsibarbus lagleri
1058,Hypsibarbus-malcolmi,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=28780,28780,Valid,Hypsibarbus malcolmi
1059,Hypsibarbus-pierrei,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=31437,31437,Valid,Hypsibarbus pierrei
1060,Hypsibarbus-suvattii,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=63895,63895,Valid,Hypsibarbus suvattii
1061,Hypsibarbus-vernayi,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=31683,31683,Valid,Hypsibarbus vernayi
1062,Hypsibarbus-wetmorei,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=31697,31697,Valid,Hypsibarbus wetmorei
1063,Ichthyocampus-carce,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=14854,14854,Valid,Ichthyocampus carce
1064,Ichthyoelephas-humeralis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=29877,29877,Valid,Ichthyoelephas humeralis
1065,Ichthyomyzon-bdellium,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=6480,6480,Valid,Ichthyomyzon bdellium
1066,Ichthyomyzon-castaneus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=6482,6482,Valid,Ichthyomyzon castaneus
1067,Ichthyomyzon-fossor,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=6521,6521,Valid,Ichthyomyzon fossor
1068,Ichthyomyzon-gagei,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=6484,6484,Valid,Ichthyomyzon gagei
1069,Ichthyomyzon-greeleyi,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=6485,6485,Valid,Ichthyomyzon greeleyi
1070,Ichthyomyzon-unicuspis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=6487,6487,Valid,Ichthyomyzon unicuspis
1071,Ictalurus-furcatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=4547,4547,Valid,Ictalurus furcatus
1072,Ictalurus-punctatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=54206,54206,Valid,Ictalurus punctatus
1073,Ictiobus-bubalus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=59706,59706,Valid,Ictiobus bubalus
1074,Ictiobus-cyprinellus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=3433,3433,Valid,Ictiobus cyprinellus
1075,Ictiobus-labiosus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=28606,28606,Valid,Ictiobus labiosus
1076,Ictiobus-niger,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=2996,2996,Valid,Ictiobus niger
1077,Iheringichthys-labrosus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=5787,5787,Valid,Iheringichthys labrosus
1078,Ilisha-amazonica,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=1246,1246,Valid,Ilisha amazonica
1079,Ilisha-filigera,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=59197,59197,Valid,Ilisha filigera
1080,Ilisha-kampeni,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=25814,25814,Valid,Ilisha kampeni
1081,Ilisha-megaloptera,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=25826,25826,Valid,Ilisha megaloptera
1082,Ilisha-melastoma,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=57989,57989,Valid,Ilisha melastoma
1083,Ilisha-novacula,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=59195,59195,Valid,Ilisha novacula
1084,Ilisha-sirishae,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=62928,62928,Valid,Ilisha sirishai
1085,Incisilabeo-behri,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=3494,3494,Valid,Incisilabeo behri
1086,Indoreonectes-evezardi,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=2852,2852,Valid,Indoreonectes evezardi
1087,Istigobius-diadema,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=46867,46867,Valid,Istigobius diadema
1088,Johnius-belangerii,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=36595,36595,Valid,Johnius belangerii
1089,Johnius-carutta,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=19605,19605,Valid,Johnius carutta
1090,Johnius-coitor,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=19761,19761,Valid,Johnius coitor
1091,Johnius-gangeticus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=64160,64160,Valid,Johnius gangeticus
1092,Joturus-pichardi,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=20318,20318,Valid,Joturus pichardi
1093,Jupiaba-ajuricaba,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=70958,70958,Valid,Jupiaba ajuricaba
1094,Jupiaba-asymmetrica,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=45508,45508,Valid,Jupiaba asymmetrica
1095,Jupiaba-zonata,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=33025,33025,Valid,Jupiaba zonata
1096,Jurengraulis-juruensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=58520,58520,Valid,Jurengraulis juruensis
1097,Kneria-auriculata,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=1326,1326,Valid,Kneria auriculata
1098,Kneria-polli,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=1299,1299,Valid,Kneria polli
1099,Knipowitschia-caucasica,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=21370,21370,Valid,Knipowitschia caucasica
1100,Kraemeria-cunicularia,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=19062,19062,Valid,Kraemeria cunicularia
1101,Kryptopterus-bicirrhis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=45751,45751,Valid,Kryptopterus bicirrhis
1102,Kryptopterus-cheveyi,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=37638,37638,Valid,Micronema cheveyi
1103,Kryptopterus-cryptopterus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=46710,46710,Valid,Kryptopterus cryptopterus
1104,Kryptopterus-dissitus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=66489,66489,Valid,Kryptopterus dissitus
1105,Kryptopterus-paraschilbeides,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=67899,67899,Valid,Kryptopterus paraschilbeides
1106,Kryptopterus-schilbeides,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=51238,51238,Valid,Kryptopterus schilbeides
1107,Kuhlia-malo,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=36280,36280,Valid,Kuhlia malo
1108,Kuhlia-marginata,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=20497,20497,Valid,Kuhlia marginata
1109,Kuhlia-mugil,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=16089,16089,Valid,Kuhlia mugil
1110,Kuhlia-munda,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=16090,16090,Valid,Kuhlia munda
1111,Kuhlia-rupestris,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=16091,16091,Valid,Kuhlia rupestris
1112,Kuhlia-sandvicensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=16092,16092,Valid,Kuhlia sandvicensis
1113,Labeo-altivelis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=2178,2178,Valid,Labeo altivelis
1114,Labeo-angra,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=28947,28947,Valid,Labeo angra
1115,Labeo-bata,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=29299,29299,Valid,Labeo bata
1116,Labeo-boga,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=28954,28954,Valid,Labeo boga
1117,Labeo-calbasu,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=2192,2192,Valid,Labeo calbasu
1118,Labeo-capensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=2194,2194,Valid,Labeo capensis
1119,Labeo-catla,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=3130,3130,Valid,Labeo catla
1120,Labeo-chariensis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=2254,2254,Valid,Labeo chariensis
1121,Labeo-chrysophekadion,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=3194,3194,Valid,Labeo chrysophekadion
1122,Labeo-congoro,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=2197,2197,Valid,Labeo congoro
1123,Labeo-coubie,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=2198,2198,Valid,Labeo coubie
1124,Labeo-cylindricus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=2204,2204,Valid,Labeo cylindricus
1125,Labeo-dussumieri,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=28981,28981,Valid,Labeo dussumieri
1126,Labeo-dyocheilus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=2215,2215,Valid,Labeo dyocheilus
1127,Labeo-erythropterus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=3674,3674,Valid,Labeo erythropterus
1128,Labeo-fimbriatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=28984,28984,Valid,Labeo fimbriatus
1129,Labeo-gonius,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=2223,2223,Valid,Labeo gonius
1130,Labeo-heladiva,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=75505,75505,Valid,Labeo heladiva
1131,Labeo-horie,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=2228,2228,Valid,Labeo horie
1132,Labeo-kawrus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=48338,48338,Valid,Labeo kawrus
1133,Labeo-kontius,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=29004,29004,Valid,Labeo kontius
1134,Labeo-lunatus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=2239,2239,Valid,Labeo lunatus
1135,Labeo-mesops,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=2242,2242,Valid,Labeo mesops
1136,Labeo-molybdinus,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=2244,2244,Valid,Labeo molybdinus
1137,Labeo-nandina,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=3067,3067,Valid,Labeo nandina
1138,Labeo-nigripinnis,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=29017,29017,Valid,Labeo nigripinnis
1139,Labeo-pangusia,http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatget.asp?spid=29018,29018,Valid,Labeo pangusia
